iter	MultiClass
131	0.5779390602
132	0.5758389156
133	0.5736804661
134	0.5717120522
135	0.5701003528
136	0.5677762317
137	0.565898101
138	0.5642612217
139	0.5616807336
140	0.5594529406
141	0.5572587094
142	0.5548676729
143	0.5530169121
144	0.5513688982
145	0.548982606
146	0.5466133409
147	0.5449297826
148	0.5432879796
149	0.5414114949
150	0.5396078004
151	0.5381978771
152	0.536668085
153	0.5346899912
154	0.5327997538
155	0.5307996475
156	0.5291179082
157	0.5278399889
158	0.5257433331
159	0.5234556387
160	0.5219690743
161	0.5202546411
162	0.5187677205
163	0.5168635032
164	0.515186642
165	0.513499033
166	0.511873417
167	0.510375107
168	0.5089814161
169	0.5074697673
170	0.5052733407
171	0.5034164377
172	0.5018025621
173	0.5000046158
174	0.4983272459
175	0.4970108492
176	0.4956371903
177	0.4940273331
178	0.4924159452
179	0.4905260013
180	0.4888764995
181	0.4878389368
182	0.4863434887
183	0.4846262873
184	0.4827248474
185	0.4812210285
186	0.4798806132
187	0.4782400628
188	0.4770029249
189	0.4754100615
190	0.4742237473
191	0.4727934191
192	0.4714123828
193	0.4694919609
194	0.4681456576
195	0.4665824838
196	0.4650151892
197	0.46296019
198	0.4607760583
199	0.4592425552
200	0.457569015
201	0.4565040332
202	0.4551832468
203	0.4540340437
204	0.4522355174
205	0.4510861941
206	0.4498785218
207	0.4483000109
208	0.4466134198
209	0.4455384049
210	0.4442167944
211	0.4431335437
212	0.4418416243
213	0.4402914889
214	0.4391340305
215	0.4378267619
216	0.4362618324
217	0.4352093718
218	0.4340731286
219	0.4329885551
220	0.4320067191
221	0.4308748491
222	0.4293889664
223	0.4284410684
224	0.4270774296
225	0.4257880225
226	0.4239871404
227	0.422418584
228	0.4211896603
229	0.420286458
230	0.4192512886
231	0.4181066366
232	0.4169540843
233	0.4158847803
234	0.4148611145
235	0.4137948561
236	0.4126204263
237	0.4116919967
238	0.4105205855
239	0.4096196013
240	0.4087190455
241	0.4076284648
242	0.4069237782
243	0.4058414628
244	0.4046325154
245	0.4035310231
246	0.4023020841
247	0.4014792647
248	0.4006551298
249	0.3993741851
250	0.3983461267
251	0.3971420246
252	0.3961630157
253	0.394993352
254	0.3939025754
255	0.392736964
256	0.3917071098
257	0.3904293928
258	0.3892557087
259	0.3885741512
260	0.3876211521
261	0.3868340264
262	0.3858941572
263	0.3850730122
264	0.3842483083
265	0.3832775136
266	0.3827548412
267	0.3819550318
268	0.3811521865
269	0.3799983324
270	0.3788182845
271	0.3778353748
272	0.3771118128
273	0.3765691367
274	0.3757700503
275	0.3748646317
276	0.3741834701
277	0.3733292559
278	0.3724024128
279	0.3715962265
280	0.3706018851
281	0.3697284469
282	0.3687968785
283	0.3678647423
284	0.3669352485
285	0.366329996
286	0.3653569602
287	0.364290477
288	0.3636734185
289	0.3629717305
290	0.3621286047
291	0.3611493458
292	0.3603469636
293	0.3592394023
294	0.3584415668
295	0.357734626
296	0.3567941953
297	0.3561348638
298	0.3553047423
299	0.354619349
300	0.3541205736
301	0.3534174925
302	0.3528442233
303	0.3520740763
304	0.3514412899
305	0.3507896342
306	0.3498651903
307	0.3488945145
308	0.3483257942
309	0.3479157935
310	0.3469719692
311	0.3463215844
312	0.3456452966
313	0.3448947791
314	0.3441138511
315	0.343333515
316	0.3423758273
317	0.3416389292
318	0.3406820449
319	0.3399466389
320	0.3388916204
321	0.3382946553
322	0.3374627542
323	0.3366919384
324	0.3363414392
325	0.3356539001
326	0.3351715811
327	0.334469529
328	0.3337823808
329	0.3329621093
330	0.3323176665
331	0.3316323639
332	0.330884471
333	0.3302223884
334	0.3295947671
335	0.3288083891
336	0.3280909499
337	0.3273659328
338	0.3265074126
339	0.3256708565
340	0.3254064877
341	0.3247522937
342	0.3242306042
343	0.3238157298
344	0.3230077434
345	0.3220973389
346	0.3214038696
347	0.3206780493
348	0.32019542
349	0.3198460772
350	0.3192143514
351	0.3187691432
352	0.3183303228
353	0.3176629982
354	0.317157904
355	0.3167600836
356	0.316010198
357	0.315688875
358	0.3150338878
359	0.3144035297
360	0.3139404253
361	0.3130846299
362	0.3125723342
363	0.3115315659
364	0.3109966384
365	0.3102518098
366	0.3097506808
367	0.3091220059
368	0.3085971589
369	0.3078911883
370	0.3072792167
371	0.3068241671
372	0.3063184986
373	0.3056166833
374	0.305162294
375	0.3045697588
376	0.303894613
377	0.3032935239
378	0.3027526275
379	0.3020541156
380	0.301446177
381	0.3010046568
382	0.3003414895
383	0.2996067842
384	0.2993231066
385	0.2987822678
386	0.2983829449
387	0.2979009777
388	0.2973622647
389	0.2967501299
390	0.2960782233
391	0.2955486092
392	0.295009787
393	0.2943468397
394	0.2937623695
395	0.2931499862
396	0.2925485067
397	0.2921135706
398	0.2914155578
399	0.2909088345
400	0.2905580357
401	0.290094741
402	0.2896847354
403	0.2890436037
404	0.2884715899
405	0.2879257946
406	0.2873650899
407	0.2868473482
408	0.2864974273
409	0.2858708493
410	0.2854065719
411	0.2847507195
412	0.2843611802
413	0.2840649309
414	0.2835854002
415	0.2831422041
416	0.2828363048
417	0.2822861286
418	0.2819696258
419	0.2815460102
420	0.28095045
421	0.280633559
422	0.2803275988
423	0.2797251706
424	0.2793089337
425	0.2788357007
426	0.27834223
427	0.277845457
428	0.2775280173
429	0.2771312306
430	0.2768931854
431	0.2763271848
432	0.2758599037
433	0.2753270333
434	0.2750629109
435	0.2745731747
436	0.2739237256
437	0.2733988805
438	0.2729548116
439	0.2722454058
440	0.2716794501
441	0.2711770093
442	0.2708093452
443	0.2701864911
444	0.2697626263
445	0.2690988402
446	0.2689024328
447	0.2686207469
448	0.2682644942
449	0.2677262512
450	0.2672401548
451	0.2665945572
452	0.2660853264
453	0.2657102989
454	0.2655348766
455	0.2651469748
456	0.2648461708
457	0.2643350379
458	0.2638898939
459	0.2636148943
460	0.2633194064
461	0.2628444262
462	0.2623790499
463	0.2620398519
464	0.2614293405
465	0.2608355484
466	0.2603724264
467	0.2599661264
468	0.2594040945
469	0.2590136357
470	0.2587344776
471	0.2582726317
472	0.2579667527
473	0.257394225
474	0.2568317646
475	0.2563148212
476	0.2561536182
477	0.2557214599
478	0.2553291551
479	0.254949731
480	0.2545453366
481	0.2542858418
482	0.25376816
483	0.253400364
484	0.2530477472
485	0.2527635221
486	0.2524338139
487	0.2522933686
488	0.2520205096
489	0.2517339612
490	0.2511204148
491	0.250834289
492	0.2505438649
493	0.2500887249
494	0.2497148535
495	0.2492269508
496	0.248708341
497	0.2483803847
498	0.2479231042
499	0.2474164167
500	0.2470185079
501	0.2466935527
502	0.2464598328
503	0.2459510131
504	0.2454731848
505	0.2451237102
506	0.244712783
507	0.24431066
508	0.2441598374
509	0.2437963543
510	0.243513939
511	0.2433078993
512	0.2430070043
513	0.2425903184
514	0.2422141962
515	0.242064371
516	0.2419305366
517	0.2415877266
518	0.2411647378
519	0.2407726936
520	0.2403460649
521	0.2399813696
522	0.2397579046
523	0.2393380126
524	0.2388888922
525	0.2383619577
526	0.2378230504
527	0.2373197773
528	0.2370384798
529	0.2366998897
530	0.2365535455
531	0.2362752323
532	0.2357800559
533	0.2355105014
534	0.2351419079
535	0.2348850018
536	0.2347513863
537	0.2343571392
538	0.2339455063
539	0.233575348
540	0.2332757077
541	0.2329931079
542	0.2325901226
543	0.2320775412
544	0.2316543098
545	0.2313122777
546	0.2308921717
547	0.2305870134
548	0.2301782963
549	0.2298927437
550	0.2296360025
551	0.2292559637
552	0.2289774254
553	0.228743724
554	0.2283141628
555	0.2279722518
556	0.2275286881
557	0.227235637
558	0.226836792
559	0.2265758006
560	0.2263371878
561	0.2260226905
562	0.2256967861
563	0.2251602917
564	0.2247072676
565	0.2243506846
566	0.2239923062
567	0.2236212257
568	0.2232912683
569	0.2230110356
570	0.2226922975
571	0.2223662231
572	0.2222184393
573	0.2219709149
574	0.2216565576
575	0.2214760501
576	0.2210681359
577	0.2206804876
578	0.2203539604
579	0.2201297467
580	0.2197095521
581	0.219440224
582	0.2190471569
583	0.218856518
584	0.2184100602
585	0.2180799889
586	0.2177554836
587	0.2174068704
588	0.217238555
589	0.2171001082
590	0.2169355879
591	0.2166047332
592	0.216214662
593	0.21584003
594	0.2156216447
595	0.2153275639
596	0.2150762788
597	0.2149439239
598	0.2147413647
599	0.214554544
600	0.2143881492
601	0.2140685174
602	0.2137592885
603	0.2134681261
604	0.2131208556
605	0.212757968
606	0.2122925646
607	0.2121841131
608	0.2117703266
609	0.2114127101
610	0.2112107492
611	0.2110285824
612	0.2106746773
613	0.2103942191
614	0.2100648966
615	0.2097739483
616	0.2095792238
617	0.2093055683
618	0.2090386175
619	0.2087517133
620	0.2085725741
621	0.2084845868
622	0.2082683144
623	0.2081409587
624	0.2079435597
625	0.2076665123
626	0.2074158984
627	0.2072094687
628	0.2069451065
629	0.206721036
630	0.2064741576
631	0.2062818717
632	0.2059938386
633	0.2056925258
634	0.205417316
635	0.2051878159
636	0.2049910701
637	0.2048400141
638	0.2045703722
639	0.2043966512
640	0.2040285478
641	0.2036616081
642	0.2033666803
643	0.203263514
644	0.2028424696
645	0.2025427726
646	0.202397472
647	0.2021760159
648	0.2019811184
649	0.2017498785
650	0.2013621237
651	0.2011215172
652	0.2008839584
653	0.2007261926
654	0.2005155934
655	0.2002072138
656	0.1998328383
657	0.1994759478
658	0.1991822095
659	0.199059282
660	0.198807303
661	0.1986036812
662	0.1984201263
663	0.1982845116
664	0.1979747638
665	0.1976623335
666	0.1973677975
667	0.1970602972
668	0.1967331044
669	0.1964346038
670	0.196145066
671	0.1958914928
672	0.1955937438
673	0.1954090644
674	0.1950841773
675	0.1948646211
676	0.1944999098
677	0.1942731425
678	0.1940317692
679	0.1938139318
680	0.1936079319
681	0.1932889041
682	0.1930959014
683	0.1929077377
684	0.1926487811
685	0.192482818
686	0.192068849
687	0.1918848776
688	0.1918208786
689	0.1915448904
690	0.191310457
691	0.1910257067
692	0.1907178804
693	0.190623653
694	0.1902638618
695	0.1901419477
696	0.1898982685
697	0.1896766326
698	0.1893309162
699	0.1892715804
700	0.1891692521
701	0.1888361131
702	0.188613228
703	0.1883410854
704	0.188052102
705	0.187793525
706	0.1876725859
707	0.1874167067
708	0.1872178902
709	0.1869144224
710	0.1866377714
711	0.1863656707
712	0.1862243274
713	0.1861151981
714	0.1859134826
715	0.1856999105
716	0.1854800927
717	0.1851887749
718	0.1849628628
719	0.1846962324
720	0.184419015
721	0.1841500125
722	0.1839088436
723	0.1837566384
724	0.1834973423
725	0.1833024478
726	0.1831220788
727	0.1828213211
728	0.1825653334
729	0.1824164992
730	0.1823327157
731	0.1821313038
732	0.1818753865
733	0.1816675429
734	0.181471127
735	0.1812002257
736	0.1808678158
737	0.1807321321
738	0.1804594727
739	0.1802507104
740	0.1800413323
741	0.1798390018
742	0.1796686635
743	0.1795429657
744	0.1793112781
745	0.1790651029
746	0.1788484772
747	0.1785891782
748	0.1783012095
749	0.1780468978
750	0.1778071383
751	0.1775286523
752	0.1773073198
753	0.1770233388
754	0.1767414892
755	0.1764902927
756	0.176274758
757	0.1759490489
758	0.1756390233
759	0.1754062288
760	0.1752729222
761	0.1750007592
762	0.1747759487
763	0.1744508949
764	0.174204497
765	0.1739840618
766	0.1737381918
767	0.1734395175
768	0.1732042406
769	0.1730354569
770	0.1728340213
771	0.1725783229
772	0.1723538815
773	0.1722889626
774	0.1721613051
775	0.1719276072
776	0.1716958104
777	0.1715071182
778	0.1712914131
779	0.1710832869
780	0.1708165296
781	0.1706139383
782	0.1703991402
783	0.1702218351
784	0.1699865544
785	0.1697365073
786	0.1695693777
787	0.1693828296
788	0.1691362155
789	0.1688358149
790	0.1685966092
791	0.1684426728
792	0.1682644077
793	0.1680602388
794	0.1678180139
795	0.1676408449
796	0.1674457094
797	0.1672941256
798	0.1670815082
799	0.1670183857
800	0.1669547065
801	0.1668934991
802	0.1666798564
803	0.1665642318
804	0.1663581354
805	0.1660794511
806	0.1659730443
807	0.1657921379
808	0.1656135499
809	0.165385639
810	0.1651511831
811	0.1650414457
812	0.1649278268
813	0.1648608913
814	0.1646674747
815	0.1644285998
816	0.1642101176
817	0.1640600653
818	0.1639197549
819	0.1638346393
820	0.1636723097
821	0.1635317446
822	0.1633886561
823	0.163214565
824	0.1629896093
825	0.1628166113
826	0.1626564484
827	0.1624689276
828	0.1622392076
829	0.1621565514
830	0.1620030908
831	0.161723273
832	0.1614920035
833	0.1612743077
834	0.1610814473
835	0.1609700765
836	0.1607417918
837	0.1605634914
838	0.1603609765
839	0.160096786
840	0.1600473825
841	0.1599116688
842	0.1596754135
843	0.1594604817
844	0.1592850316
845	0.1589541571
846	0.1587895989
847	0.1586032802
848	0.1584979274
849	0.1583255781
850	0.1580855771
851	0.1579509345
852	0.1577673125
853	0.1575105523
854	0.1574248072
855	0.1573624789
856	0.1571571687
857	0.156908255
858	0.1568457548
859	0.1566902128
860	0.1565958172
861	0.1563959756
862	0.1561595854
863	0.1559880226
864	0.1557958049
865	0.1556211774
866	0.1553919173
867	0.1551870905
868	0.1549781062
869	0.1547510135
870	0.1546786313
871	0.1544793939
872	0.1542574539
873	0.1540624174
874	0.1539491089
875	0.153752932
876	0.1535325181
877	0.1534617253
878	0.1532574069
879	0.1531357626
880	0.152903802
881	0.1528217996
882	0.1525791045
883	0.1523720359
884	0.1522120438
885	0.1520073406
886	0.1517483294
887	0.1515562689
888	0.1514745066
889	0.1514112717
890	0.1511891418
891	0.1510763538
892	0.1508583259
893	0.1506306067
894	0.1504487365
895	0.1502120018
896	0.1500568728
897	0.1498569874
898	0.1498129952
899	0.1496957251
900	0.1495213566
901	0.1492960086
902	0.1491094269
903	0.1489233985
904	0.148776565
905	0.1485783691
906	0.1483544123
907	0.1481635216
908	0.1480521004
909	0.1478924376
910	0.1477356721
911	0.1476639909
912	0.1474750314
913	0.1473045692
914	0.1471595412
915	0.1469735119
916	0.1467563401
917	0.1465843569
918	0.1463398227
919	0.1461353533
920	0.1460112167
921	0.1458308861
922	0.1456661061
923	0.1455293687
924	0.1453603689
925	0.1451481015
926	0.1449019949
927	0.1448053248
928	0.1447391811
929	0.1445365983
930	0.1443750004
931	0.1442256279
932	0.1440889273
933	0.1439259316
934	0.1436918635
935	0.1435884331
936	0.1434708435
937	0.1433234831
938	0.143157691
939	0.1430537715
940	0.1429410623
941	0.1427873385
942	0.1427468991
943	0.1425774738
944	0.1424558003
945	0.1423429796
946	0.1422293056
947	0.1420750028
948	0.1418997468
949	0.1417786996
950	0.1416457294
951	0.1415627494
952	0.141386051
953	0.1412399563
954	0.141065849
955	0.1409168263
956	0.1408469788
957	0.1407650492
958	0.1406174082
959	0.1404522417
960	0.1403595365
961	0.1402127008
962	0.1400545482
963	0.1399063827
964	0.1397296731
965	0.1396072656
966	0.139414413
967	0.1393333818
968	0.1391650401
969	0.1390474999
970	0.1389623454
971	0.1388804034
972	0.1387269629
973	0.1385812108
974	0.1384518579
975	0.1383367321
976	0.1382711286
977	0.1381721712
978	0.1380451112
979	0.1379680349
980	0.1379086021
981	0.1377517619
982	0.1376118256
983	0.1373994713
984	0.1372749591
985	0.1371241679
986	0.1369137603
987	0.1367768412
988	0.1366794871
989	0.1365674461
990	0.1363507746
991	0.1362841704
992	0.1361461065
993	0.1360711092
994	0.1359113675
995	0.135745893
996	0.1355563138
997	0.13551164
998	0.1353542828
999	0.1351900895
1000	0.135046889
1001	0.1348871876
1002	0.1348115259
1003	0.1346443444
1004	0.134524239
1005	0.1344023185
1006	0.1343012243
1007	0.1341742364
1008	0.1340815257
1009	0.1339457981
1010	0.1337707694
1011	0.1336379364
1012	0.1334830531
1013	0.1334364232
1014	0.1332626699
1015	0.133091639
1016	0.1329397535
1017	0.1328390051
1018	0.1327139071
1019	0.1325534147
1020	0.1324798925
1021	0.1324059738
1022	0.1321566099
1023	0.1320149855
1024	0.1318730865
1025	0.1317247468
1026	0.1316197717
1027	0.131516256
1028	0.1313342527
1029	0.1311922435
1030	0.1310626496
1031	0.1309827878
1032	0.1308153362
1033	0.1307258063
1034	0.1305574284
1035	0.130450205
1036	0.130327959
1037	0.1302120049
1038	0.1300889741
1039	0.1299523227
1040	0.1298633261
1041	0.1297123383
1042	0.129593877
1043	0.1295043671
1044	0.1293749057
1045	0.1292213667
1046	0.1291506708
1047	0.1290071156
1048	0.1288706378
1049	0.1287182386
1050	0.1286396126
1051	0.1285661148
1052	0.1284181829
1053	0.1282529038
1054	0.1281544145
1055	0.1279669471
1056	0.1277860801
1057	0.1276471472
1058	0.1276031526
1059	0.127488975
1060	0.1273074606
1061	0.1271532406
1062	0.1269844393
1063	0.1269495911
1064	0.1268131228
1065	0.126704751
1066	0.1265454476
1067	0.1263936349
1068	0.1262715296
1069	0.1261256473
1070	0.1260313038
1071	0.1259657207
1072	0.125853475
1073	0.1256829735
1074	0.1255583234
1075	0.1254143758
1076	0.1253104581
1077	0.1251706823
1078	0.1251174234
1079	0.1249492717
1080	0.1249044405
1081	0.1247907933
1082	0.1245953078
1083	0.124402889
1084	0.1242685772
1085	0.1241258459
1086	0.1239765669
1087	0.1238865341
1088	0.1236968294
1089	0.1235528982
1090	0.1234022877
1091	0.1232535069
1092	0.1230566862
1093	0.1229960895
1094	0.1228513338
1095	0.1227317025
1096	0.1226671075
1097	0.1225141912
1098	0.1224591596
1099	0.1223140253
1100	0.1221833299
1101	0.1221134482
1102	0.121953455
1103	0.1218258204
1104	0.1216833063
1105	0.1215390576
1106	0.1214928289
1107	0.1213684188
1108	0.1213218145
1109	0.1212052683
1110	0.1211342468
1111	0.1209862341
1112	0.1208664881
1113	0.1207142793
1114	0.1205615436
1115	0.1204690577
1116	0.1203562184
1117	0.1202397907
1118	0.1201386184
1119	0.1200255106
1120	0.1199017881
1121	0.1197341416
1122	0.1196042712
1123	0.119496284
1124	0.1194220925
1125	0.1193638249
1126	0.1192396574
1127	0.1191148169
1128	0.1190178942
1129	0.1188815161
1130	0.1187516702
1131	0.1186702326
1132	0.1185554803
1133	0.1184435957
1134	0.1183658652
1135	0.1182958319
1136	0.1182050468
1137	0.1181191788
1138	0.11805471
1139	0.1179306517
1140	0.1178027777
1141	0.1176810406
1142	0.1176131982
1143	0.1175410194
1144	0.1174060219
1145	0.1171776845
1146	0.1171197335
1147	0.11702367
1148	0.1168956116
1149	0.1168207368
1150	0.1167314743
1151	0.1165924074
1152	0.1165256048
1153	0.1163878868
1154	0.1163299133
1155	0.1161920722
1156	0.116061255
1157	0.1159179286
1158	0.1158448307
1159	0.115704702
1160	0.1155987259
1161	0.1154744869
1162	0.1153510687
1163	0.1152697038
1164	0.1151928056
1165	0.1150794786
1166	0.1149734716
1167	0.1148558351
1168	0.1147391456
1169	0.1146184626
1170	0.1144982582
1171	0.1144433024
1172	0.1142840785
1173	0.1142032748
1174	0.1141760722
1175	0.1140666806
1176	0.1140035422
1177	0.1138919054
1178	0.1137407055
1179	0.1136274628
1180	0.1134615796
1181	0.1133581156
1182	0.1133294512
1183	0.1132103741
1184	0.1130810428
1185	0.1129536443
1186	0.1128785578
1187	0.1127912815
1188	0.1126879857
1189	0.1125260457
1190	0.1124335907
1191	0.1123613198
1192	0.1122798213
1193	0.1121709468
1194	0.1120959237
1195	0.1119420636
1196	0.1118166391
1197	0.1117129073
1198	0.1115880765
1199	0.1114786456
